,Checking account,Duration,Credit history,Purpose,Credit amount,Savings account,Employment since,Installment rate,Status & sex,Debtors & guarantors,Residence since,Property,Age,Other installments,Housing,Existing credits,Job,Kept people,Phone,Foreign worker,Target
0,1.1083879041493616,0.7413018017145561,1.3424924784992933,0.056010118871002414,0.8915674760580913,-0.6898094051392308,0.505693705665614,0.9262009918109865,-0.9588371839441262,-0.29373494689791735,-0.786142010163794,0.6047031261126259,-0.9347672195354025,0.41250675912726054,0.12779749282689037,1.014010391528955,0.15241382535782888,-0.434388850983539,-0.8141551659336635,-0.19189944456771324,1
1,-0.4800660986124622,0.24304069525966396,0.4166355967756429,0.056010118871002414,-0.6095628185343681,-0.05436573612663337,0.505693705665614,0.029877451348741396,-0.9588371839441262,-0.29373494689791735,-0.786142010163794,-0.35514310581217723,-1.1117505996935728,0.41250675912726054,-1.7577392865862482,1.014010391528955,0.15241382535782888,-0.434388850983539,1.2269023531200893,-0.19189944456771324,1
2,1.1083879041493616,-0.5043509644226741,-0.5092212849480076,0.056010118871002414,-0.7305643121715033,0.5810779328859641,1.3346997805272764,0.9262009918109865,0.4466244863322802,-0.29373494689791735,0.12915916596481464,-0.35514310581217723,1.0120499622044703,0.41250675912726054,0.12779749282689037,-0.7111490647584922,0.15241382535782888,-0.434388850983539,1.2269023531200893,-0.19189944456771324,1
3,1.1083879041493616,-1.2517426241050122,1.3424924784992933,0.056010118871002414,-0.6092069317883766,-0.6898094051392308,0.505693705665614,-1.7627696295757487,-0.9588371839441262,-0.29373494689791735,-0.786142010163794,0.6047031261126259,-1.0232589096144877,0.41250675912726054,-1.7577392865862482,1.014010391528955,0.15241382535782888,-0.434388850983539,1.2269023531200893,-0.19189944456771324,1
4,1.1083879041493616,-0.7534815176501202,-0.5092212849480076,0.056010118871002414,-0.06719141764320925,-0.6898094051392308,-0.32331236919604844,-0.8664460891135036,0.4466244863322802,-0.29373494689791735,1.0444603420934233,0.6047031261126259,1.454508412599896,0.41250675912726054,0.12779749282689037,-0.7111490647584922,0.15241382535782888,-0.434388850983539,1.2269023531200893,-0.19189944456771324,1
5,-0.4800660986124622,0.24304069525966396,-0.5092212849480076,-1.024185030784045,-0.19495475945418433,-0.6898094051392308,-0.32331236919604844,0.029877451348741396,-0.9588371839441262,-0.29373494689791735,1.0444603420934233,-0.35514310581217723,-1.3772256699308283,0.41250675912726054,-1.7577392865862482,-0.7111490647584922,-1.3717244282204586,-0.434388850983539,1.2269023531200893,-0.19189944456771324,2
6,-1.2742930999933741,0.24304069525966396,-1.435078166671658,-0.3040549310140134,1.2833987833948144,-0.6898094051392308,-1.152318444057711,-0.8664460891135036,-2.3642988542205328,-0.29373494689791735,-1.7014431862924027,-0.35514310581217723,1.7199834828371514,-2.421509143273764,0.12779749282689037,-0.7111490647584922,0.15241382535782888,-0.434388850983539,1.2269023531200893,-0.19189944456771324,2
7,1.1083879041493616,-0.7534815176501202,1.3424924784992933,-1.024185030784045,-0.7156170688398572,-0.6898094051392308,1.3346997805272764,0.9262009918109865,0.4466244863322802,-0.29373494689791735,1.0444603420934233,-1.3149893377369803,2.250933623311662,0.41250675912726054,0.12779749282689037,1.014010391528955,-1.3717244282204586,-0.434388850983539,-0.8141551659336635,-0.19189944456771324,1
8,1.1083879041493616,0.575214766229592,1.3424924784992933,0.056010118871002414,-0.186057590804395,-0.6898094051392308,1.3346997805272764,0.9262009918109865,0.4466244863322802,-0.29373494689791735,-0.786142010163794,0.6047031261126259,-0.580800459219062,0.41250675912726054,0.12779749282689037,1.014010391528955,0.15241382535782888,-0.434388850983539,-0.8141551659336635,-0.19189944456771324,1
9,1.1083879041493616,-0.25522041119522815,-0.5092212849480076,-1.024185030784045,-0.5145410573546179,-0.6898094051392308,-0.32331236919604844,-0.8664460891135036,1.8520861566086866,-0.29373494689791735,-0.786142010163794,-0.35514310581217723,-0.4923087691399769,0.41250675912726054,0.12779749282689037,-0.7111490647584922,1.6765520789361164,-0.434388850983539,1.2269023531200893,-0.19189944456771324,1
